file	Number of variables	Number of clauses	Parse time (s)	Simplification time (s)	restarts	conflicts	decisions	propagations	conflict literals	Memory used (MB)	CPU time (s)	Satisfiability
uf20-01000-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	7	28	6	11.00	0.005791	SATISFIABLE
uf20-0901-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	15	71	20	11.00	0.005275	SATISFIABLE
uf20-0902-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	10	32	7	11.00	0.002404	SATISFIABLE
uf20-0903-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	12	44	12	11.00	0.002955	SATISFIABLE
uf20-0904-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	10	64	12	11.00	0.00286	SATISFIABLE
uf20-0905-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	6	16	65	18	11.00	0.002307	SATISFIABLE
uf20-0906-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	10	48	17	11.00	0.002273	SATISFIABLE
uf20-0907-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	11	44	10	11.00	0.004582	SATISFIABLE
uf20-0908-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	9	47	16	11.00	0.003611	SATISFIABLE
uf20-0909-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	13	21	116	47	11.00	0.003471	SATISFIABLE
uf20-0910-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	7	20	0	11.00	0.003754	SATISFIABLE
uf20-0911-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	7	21	3	11.00	0.0041	SATISFIABLE
uf20-0912-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	11	50	10	11.00	0.003995	SATISFIABLE
uf20-0913-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	11	95	19	11.00	0.003458	SATISFIABLE
uf20-0914-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	10	63	14	11.00	0.003794	SATISFIABLE
uf20-0915-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	6	20	0	11.00	0.003804	SATISFIABLE
uf20-0916-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	14	80	22	11.00	0.003434	SATISFIABLE
uf20-0917-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	14	59	12	11.00	0.003718	SATISFIABLE
uf20-0918-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	9	46	9	11.00	0.003503	SATISFIABLE
uf20-0919-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	9	35	13	11.00	0.00358	SATISFIABLE
uf20-0920-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	8	32	11	11.00	0.005335	SATISFIABLE
uf20-0921-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	10	19	77	31	11.00	0.005189	SATISFIABLE
uf20-0922-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	8	47	8	11.00	0.004213	SATISFIABLE
uf20-0923-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	5	20	0	11.00	0.003711	SATISFIABLE
uf20-0924-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	10	13	92	38	11.00	0.005389	SATISFIABLE
uf20-0925-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	9	20	0	11.00	0.005248	SATISFIABLE
uf20-0926-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	8	30	9	11.00	0.005432	SATISFIABLE
uf20-0927-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	9	34	10	11.00	0.006681	SATISFIABLE
uf20-0928-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	6	34	7	11.00	0.005339	SATISFIABLE
uf20-0929-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	9	13	80	31	11.00	0.005498	SATISFIABLE
uf20-0930-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	6	40	9	11.00	0.005584	SATISFIABLE
uf20-0931-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	9	46	7	11.00	0.005444	SATISFIABLE
uf20-0932-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	14	34	7	11.00	0.006018	SATISFIABLE
uf20-0933-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	6	31	5	11.00	0.005409	SATISFIABLE
uf20-0934-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	7	20	0	11.00	0.004403	SATISFIABLE
uf20-0935-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	12	18	94	36	11.00	0.003239	SATISFIABLE
uf20-0936-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	8	46	9	11.00	0.00332	SATISFIABLE
uf20-0937-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	11	72	18	11.00	0.003447	SATISFIABLE
uf20-0938-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	7	44	9	11.00	0.003779	SATISFIABLE
uf20-0939-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	9	25	3	11.00	0.003628	SATISFIABLE
uf20-0940-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	8	34	5	11.00	0.004851	SATISFIABLE
uf20-0941-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	10	52	10	11.00	0	SATISFIABLE
uf20-0942-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	11	57	21	11.00	0.006948	SATISFIABLE
uf20-0943-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	6	20	0	11.00	0.005585	SATISFIABLE
uf20-0944-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	9	47	13	11.00	0.001986	SATISFIABLE
uf20-0945-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	7	39	9	11.00	0.003745	SATISFIABLE
uf20-0946-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	6	11	65	19	11.00	0.005755	SATISFIABLE
uf20-0947-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	7	20	0	11.00	0.005331	SATISFIABLE
uf20-0948-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	5	26	3	11.00	0.001849	SATISFIABLE
uf20-0949-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	13	80	16	11.00	0.001933	SATISFIABLE
uf20-0950-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	9	12	85	22	11.00	0.004075	SATISFIABLE
uf20-0951-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	4	26	4	11.00	0.006459	SATISFIABLE
uf20-0952-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	15	70	20	11.00	0.003932	SATISFIABLE
uf20-0953-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	11	20	96	37	11.00	0	SATISFIABLE
uf20-0954-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	4	26	2	11.00	0.004398	SATISFIABLE
uf20-0955-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	11	64	22	11.00	0.001964	SATISFIABLE
uf20-0956-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	8	46	9	11.00	0	SATISFIABLE
uf20-0957-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	5	22	5	11.00	0.004124	SATISFIABLE
uf20-0958-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	13	17	111	43	11.00	0	SATISFIABLE
uf20-0959-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	3	27	2	11.00	0.003446	SATISFIABLE
uf20-0960-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	9	12	91	21	11.00	0	SATISFIABLE
uf20-0961-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	10	31	7	11.00	0.0055	SATISFIABLE
uf20-0962-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	11	84	20	11.00	0.003284	SATISFIABLE
uf20-0963-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	6	12	76	12	11.00	0.006602	SATISFIABLE
uf20-0964-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	6	12	67	16	11.00	0	SATISFIABLE
uf20-0965-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	10	58	13	11.00	0.005705	SATISFIABLE
uf20-0966-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	9	26	5	11.00	0.003802	SATISFIABLE
uf20-0967-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	14	64	22	11.00	0.003407	SATISFIABLE
uf20-0968-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	18	69	21	11.00	0	SATISFIABLE
uf20-0969-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	10	48	11	11.00	0.001776	SATISFIABLE
uf20-0970-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	5	11	50	16	11.00	0.003399	SATISFIABLE
uf20-0971-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	12	16	112	32	11.00	0.003439	SATISFIABLE
uf20-0972-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	10	13	70	21	11.00	0	SATISFIABLE
uf20-0973-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	10	26	2	11.00	0.004887	SATISFIABLE
uf20-0974-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	9	13	89	13	11.00	0.004899	SATISFIABLE
uf20-0975-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	4	11	48	9	11.00	0.003971	SATISFIABLE
uf20-0976-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	10	35	4	11.00	0.006037	SATISFIABLE
uf20-0977-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	12	17	124	32	11.00	0.002938	SATISFIABLE
uf20-0978-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	6	33	8	11.00	0.003372	SATISFIABLE
uf20-0979-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	8	12	80	18	11.00	0.003558	SATISFIABLE
uf20-0980-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	9	12	86	24	11.00	0.002908	SATISFIABLE
uf20-0981-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	8	23	6	11.00	0.003206	SATISFIABLE
uf20-0982-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	9	13	90	14	11.00	0.003145	SATISFIABLE
uf20-0983-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	11	68	15	11.00	0.004672	SATISFIABLE
uf20-0984-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	12	15	96	21	11.00	0.003749	SATISFIABLE
uf20-0985-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	12	19	97	31	11.00	0.00498	SATISFIABLE
uf20-0986-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	6	20	0	11.00	0.005889	SATISFIABLE
uf20-0987-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	1	11	24	3	11.00	0	SATISFIABLE
uf20-0988-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	7	14	63	26	11.00	0.01191	SATISFIABLE
uf20-0989-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	7	20	0	11.00	0.010481	SATISFIABLE
uf20-0990-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	10	15	100	20	11.00	0.011738	SATISFIABLE
uf20-0991-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	8	22	7	11.00	0.00578	SATISFIABLE
uf20-0992-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	6	10	60	16	11.00	0	SATISFIABLE
uf20-0993-out.txt	            20                                         |	              91                                         |	                   0.01	          0.00	1	2	5	35	3	11.00	0.011972	SATISFIABLE
uf20-0994-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	3	11	38	10	11.00	0.011072	SATISFIABLE
uf20-0995-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	0	6	20	0	11.00	0.010876	SATISFIABLE
uf20-0996-out.txt	            20                                         |	              91                                         |	                   0.01	          0.00	1	15	21	148	37	11.00	0.01229	SATISFIABLE
uf20-0997-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	11	31	7	11.00	0.00964	SATISFIABLE
uf20-0998-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	6	30	6	11.00	0.007351	SATISFIABLE
uf20-0999-out.txt	            20                                         |	              91                                         |	                   0.00	          0.00	1	2	5	32	6	11.00	0	SATISFIABLE
